investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier
Deutsche Bank,Commit,2100,290,7,Market,0,107,23,Bookrunner,Bookrunner
MUFG Union,Commit,900,160,1,Market,2,82,3,Participant,Bookrunner
Goldman Sachs,Commit,1800,190,8,Market,0,159,34.5,Bookrunner,Participant
Goldman Sachs,Commit,1400,240,4,Market,1,148,31.8,Bookrunner,Bookrunner
Wells Fargo,Commit,200,40,3,Market,2,24,1.1,Bookrunner,Bookrunner
Wells Fargo,Decline,1300,150,6,Market,0,47,6.6,Bookrunner,Participant
Deutsche Bank,Decline,1800,80,9,Below,0,172,16.2,Bookrunner,Participant
Goldman Sachs,Commit,1100,180,5,Above,0,48,7.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,400,50,3,Above,2,46,6.3,Bookrunner,Bookrunner
MUFG Union,Commit,2500,360,6,Market,1,220,18.7,Bookrunner,Bookrunner
Wells Fargo,Commit,800,90,2,Market,2,116,26.7,Bookrunner,Participant
Bank of America,Commit,700,100,4,Above,1,56,12.2,Bookrunner,Bookrunner
Bank of America,Commit,900,140,3,Above,2,114,7.2,Bookrunner,Bookrunner
Bank of America,Commit,400,50,2,Market,2,43,3.4,Bookrunner,Bookrunner
Bank of America,Commit,1500,270,4,Market,1,165,32.8,Bookrunner,Bookrunner
Bank of America,Commit,900,150,1,Market,2,100,28,Bookrunner,Bookrunner
Wells Fargo,Decline,700,70,2,Market,2,80,9.1,Bookrunner,Participant
Wells Fargo,Commit,1700,100,7,Market,1,308,33.6,Bookrunner,Participant
Goldman Sachs,Commit,1100,110,6,Below,1,99,17.7,Participant,Participant
Bank of America,Commit,900,120,2,Market,2,137,32.7,Bookrunner,Bookrunner
MUFG Union,Commit,800,110,3,Below,2,96,12.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,1400,180,8,Market,0,144,3.2,Participant,Bookrunner
Wells Fargo,Commit,1600,300,5,Market,1,202,1.6,Bookrunner,Bookrunner
Bank of America,Commit,1400,190,2,Market,3,213,12.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,700,110,1,Market,1,30,6,Bookrunner,Bookrunner
MUFG Union,Decline,500,60,2,Market,2,53,4.4,Bookrunner,Participant
Deutsche Bank,Commit,1000,120,10,Market,0,65,15.7,Bookrunner,Bookrunner
Bank of America,Decline,300,50,3,Market,2,32,0.4,Bookrunner,Bookrunner
Goldman Sachs,Decline,1000,130,4,Market,0,15,0.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,110,3,Market,2,34,4.5,Bookrunner,Bookrunner
Deutsche Bank,Commit,1700,260,8,Market,0,176,39.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,400,70,2,Market,2,42,10.6,Bookrunner,Bookrunner
Bank of America,Commit,800,110,2,Below,2,100,3,Bookrunner,Bookrunner
MUFG Union,Commit,1200,190,3,Market,1,51,11.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1000,200,7,Market,0,122,25.6,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,110,1,Above,2,84,15.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,50,2,Market,3,118,1.2,Participant,Participant
Bank of America,Commit,900,170,2,Market,2,137,18.2,Bookrunner,Bookrunner
Goldman Sachs,Decline,1600,240,9,Below,0,25,2.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,250,8,Below,0,168,46.9,Bookrunner,Bookrunner
MUFG Union,Commit,1100,180,8,Below,0,14,3.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,160,3,Market,2,107,15.9,Bookrunner,Bookrunner
Wells Fargo,Decline,1700,200,10,Market,0,75,13.1,Bookrunner,Participant
Goldman Sachs,Commit,900,160,3,Market,2,49,13.4,Bookrunner,Bookrunner
Wells Fargo,Commit,1100,140,8,Market,0,119,5.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,1100,190,9,Market,0,31,7,Bookrunner,Bookrunner
MUFG Union,Commit,700,100,3,Market,2,91,5.2,Participant,Bookrunner
Goldman Sachs,Commit,1300,180,4,Market,1,78,20.5,Bookrunner,Bookrunner
Bank of America,Commit,600,90,1,Market,2,67,2.3,Participant,Bookrunner
MUFG Union,Commit,500,90,2,Market,2,33,10.9,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,130,10,Market,0,65,6.9,Participant,Bookrunner
Bank of America,Commit,1100,170,9,Market,0,129,32.5,Bookrunner,Bookrunner
Bank of America,Commit,1100,230,5,Market,1,128,53.9,Bookrunner,Bookrunner
Wells Fargo,Commit,1700,250,5,Above,1,187,25.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,1700,300,2,Below,2,246,40.6,Bookrunner,Bookrunner
Goldman Sachs,Decline,600,50,2,Market,2,43,3.4,Bookrunner,Participant
Goldman Sachs,Decline,400,70,2,Market,3,64,2.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,190,6,Market,2,364,120.1,Bookrunner,Bookrunner
Wells Fargo,Commit,300,60,3,Market,2,19,6.2,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,260,9,Market,0,174,4.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,300,30,1,Market,2,32,3.8,Participant,Participant
Deutsche Bank,Commit,200,30,2,Market,2,11,0.2,Participant,Bookrunner
Wells Fargo,Commit,600,80,1,Market,2,64,16.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,700,100,3,Market,2,58,12.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,90,3,Market,2,69,5.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,300,40,1,Market,2,25,1.2,Participant,Bookrunner
Goldman Sachs,Commit,1200,190,8,Market,0,130,36.4,Bookrunner,Bookrunner
Wells Fargo,Decline,500,60,2,Market,2,45,8.9,Bookrunner,Participant
Bank of America,Commit,800,130,5,Market,1,88,24,Bookrunner,Bookrunner
Goldman Sachs,Decline,1200,110,7,Market,0,104,15.9,Bookrunner,Participant
Deutsche Bank,Commit,1500,130,2,Below,2,139,22.4,Participant,Participant
Bank of America,Commit,1300,180,4,Market,1,88,4.9,Bookrunner,Bookrunner
MUFG Union,Commit,1500,210,4,Market,2,268,32.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,80,2,Market,2,82,13.4,Participant,Participant
Goldman Sachs,Commit,900,170,2,Market,2,82,21.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,150,8,Above,0,130,21.6,Bookrunner,Bookrunner
Goldman Sachs,Commit,300,50,3,Market,2,27,8,Bookrunner,Bookrunner
Wells Fargo,Commit,1500,230,6,Market,1,79,2,Bookrunner,Bookrunner
Wells Fargo,Commit,900,170,2,Market,2,72,16.2,Bookrunner,Bookrunner
Goldman Sachs,Commit,500,80,2,Market,2,51,9,Participant,Bookrunner
Goldman Sachs,Commit,1000,120,9,Market,0,57,8.8,Bookrunner,Bookrunner
Bank of America,Decline,500,50,2,Below,2,41,7.4,Bookrunner,Participant
Bank of America,Commit,1400,160,4,Market,2,268,42.6,Participant,Participant
Deutsche Bank,Decline,1100,140,4,Market,1,93,1,Bookrunner,Bookrunner
MUFG Union,Commit,1200,160,9,Market,0,109,22.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,240,4,Below,1,103,13,Bookrunner,Bookrunner
Deutsche Bank,Commit,600,100,1,Market,3,108,21.1,Bookrunner,Bookrunner
Wells Fargo,Commit,1600,120,7,Market,0,145,10.6,Bookrunner,Participant
MUFG Union,Commit,1000,210,7,Market,0,82,29.8,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,170,9,Below,0,108,15.4,Bookrunner,Bookrunner
MUFG Union,Commit,600,100,1,Market,3,94,10.2,Bookrunner,Bookrunner
Bank of America,Decline,800,90,2,Below,1,40,4.5,Bookrunner,Participant
Bank of America,Commit,700,140,2,Above,2,97,2.4,Bookrunner,Bookrunner
Deutsche Bank,Decline,1100,230,2,Below,2,103,6.3,Bookrunner,Bookrunner
MUFG Union,Commit,1500,220,2,Market,2,142,0,Participant,Bookrunner
MUFG Union,Commit,900,170,3,Market,2,49,5.6,Participant,Bookrunner
MUFG Union,Commit,700,120,3,Market,2,58,9,Bookrunner,Bookrunner
MUFG Union,Commit,1200,210,4,Below,1,136,13.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,200,20,2,Market,1,3,0.6,Bookrunner,Participant
MUFG Union,Commit,700,100,3,Market,2,92,4.7,Bookrunner,Bookrunner
Bank of America,Commit,400,60,1,Below,3,74,13,Bookrunner,Bookrunner
Deutsche Bank,Commit,700,110,3,Market,2,78,9.1,Bookrunner,Bookrunner
MUFG Union,Commit,700,120,3,Below,3,116,23.5,Participant,Bookrunner
Wells Fargo,Commit,800,130,2,Market,1,36,7.2,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,200,7,Market,0,162,13.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,500,30,5,Market,1,25,1,Participant,Participant
MUFG Union,Commit,1600,240,5,Below,1,193,35.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,1000,110,2,Below,3,162,10,Bookrunner,Participant
Goldman Sachs,Commit,400,80,2,Market,1,20,5.8,Bookrunner,Bookrunner
MUFG Union,Commit,1000,140,3,Market,2,103,3.6,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,220,9,Above,0,97,13.5,Bookrunner,Bookrunner
Wells Fargo,Commit,2200,490,5,Market,1,588,195.8,Bookrunner,Bookrunner
MUFG Union,Commit,500,80,2,Market,2,57,11.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,1200,50,4,Market,1,163,19.6,Bookrunner,Participant
Deutsche Bank,Commit,1200,210,7,Market,0,100,27.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,240,4,Market,0,6,2,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,150,2,Market,2,135,27.1,Bookrunner,Bookrunner
Bank of America,Commit,700,70,2,Above,2,78,16.1,Bookrunner,Participant
Bank of America,Commit,1100,170,10,Market,0,30,2.1,Participant,Bookrunner
Wells Fargo,Commit,400,60,4,Market,1,57,9.1,Bookrunner,Bookrunner
Bank of America,Commit,700,140,3,Market,2,160,37.6,Bookrunner,Bookrunner
MUFG Union,Commit,600,100,2,Market,2,77,2,Bookrunner,Bookrunner
Deutsche Bank,Decline,1300,150,4,Market,1,132,18.3,Bookrunner,Participant
Goldman Sachs,Commit,900,110,1,Market,2,99,4.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,1000,140,8,Market,0,47,2.2,Participant,Bookrunner
Wells Fargo,Commit,1700,100,7,Below,0,244,0.2,Participant,Participant
MUFG Union,Commit,1200,220,3,Market,3,191,49.9,Participant,Bookrunner
Wells Fargo,Commit,1200,280,9,Market,0,49,8.3,Bookrunner,Bookrunner
Wells Fargo,Decline,900,90,2,Market,2,86,10.2,Bookrunner,Participant
Bank of America,Commit,1800,240,6,Above,1,103,25.4,Bookrunner,Bookrunner
Bank of America,Commit,600,90,3,Market,2,62,12.8,Bookrunner,Bookrunner
Deutsche Bank,Decline,800,80,3,Market,2,66,15.8,Bookrunner,Participant
MUFG Union,Commit,1500,270,4,Market,1,296,28.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,120,4,Market,1,115,4.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,130,3,Market,2,92,22.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,190,2,Market,1,86,0,Participant,Bookrunner
Bank of America,Commit,1300,140,5,Market,1,157,32.2,Bookrunner,Participant
Wells Fargo,Commit,1600,230,7,Market,0,145,38.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1700,240,2,Market,2,168,0.8,Participant,Bookrunner
Wells Fargo,Commit,800,100,1,Market,2,78,1.7,Bookrunner,Bookrunner
Bank of America,Commit,900,150,4,Market,1,214,49.2,Bookrunner,Bookrunner
Deutsche Bank,Decline,1200,100,4,Below,1,145,30.3,Bookrunner,Participant
Deutsche Bank,Commit,1200,150,3,Market,2,161,7.2,Bookrunner,Bookrunner
Wells Fargo,Commit,900,150,1,Below,2,97,18.6,Bookrunner,Bookrunner
Bank of America,Decline,500,120,2,Below,2,28,1.4,Bookrunner,Bookrunner
Bank of America,Decline,400,50,4,Above,1,37,0,Bookrunner,Bookrunner
Wells Fargo,Commit,800,120,4,Market,1,70,11.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,120,1,Market,2,100,15.6,Bookrunner,Bookrunner
MUFG Union,Commit,1000,160,6,Market,1,142,5.3,Participant,Bookrunner
Bank of America,Commit,1600,200,7,Market,0,112,26.5,Bookrunner,Bookrunner
Bank of America,Commit,1500,230,7,Above,0,153,4.7,Participant,Bookrunner
Goldman Sachs,Commit,1700,310,6,Above,1,173,60,Bookrunner,Bookrunner
Deutsche Bank,Commit,600,90,1,Above,2,84,0,Participant,Bookrunner
Wells Fargo,Commit,800,110,1,Market,2,74,10.4,Bookrunner,Bookrunner
MUFG Union,Commit,800,100,2,Market,2,51,7.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,400,70,2,Market,1,9,0.5,Bookrunner,Bookrunner
Bank of America,Commit,1200,120,3,Market,3,191,13.2,Participant,Participant
Goldman Sachs,Commit,400,60,3,Market,2,55,12.8,Bookrunner,Bookrunner
MUFG Union,Commit,300,40,3,Above,2,32,5.2,Bookrunner,Bookrunner
MUFG Union,Commit,900,130,3,Market,2,53,13.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,1300,220,8,Market,0,129,6.7,Bookrunner,Bookrunner
Deutsche Bank,Decline,1400,160,6,Market,1,115,5.9,Participant,Participant
Wells Fargo,Commit,800,140,3,Market,2,78,22.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,190,3,Market,2,59,18.1,Bookrunner,Bookrunner
MUFG Union,Commit,600,90,4,Market,1,47,11.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,150,3,Above,2,106,23.5,Bookrunner,Bookrunner
Deutsche Bank,Decline,500,50,2,Market,2,56,4.2,Bookrunner,Participant
Wells Fargo,Commit,600,90,4,Above,1,67,14.5,Bookrunner,Bookrunner
MUFG Union,Commit,700,110,1,Market,2,94,12.9,Bookrunner,Bookrunner
Wells Fargo,Commit,800,110,2,Above,2,177,1.2,Bookrunner,Bookrunner
Wells Fargo,Commit,700,100,3,Market,1,19,1.7,Bookrunner,Bookrunner
Wells Fargo,Commit,800,100,2,Market,3,131,10.6,Bookrunner,Bookrunner
Bank of America,Decline,600,50,4,Market,1,58,3.9,Bookrunner,Participant
Bank of America,Commit,1500,190,2,Market,2,114,3.1,Bookrunner,Bookrunner
Wells Fargo,Commit,600,120,2,Above,2,72,8.4,Bookrunner,Bookrunner
MUFG Union,Commit,600,100,3,Market,2,80,15.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,240,3,Market,2,155,38.3,Bookrunner,Bookrunner
MUFG Union,Commit,200,30,3,Market,2,12,3.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,100,6,Market,1,80,10.1,Participant,Participant
MUFG Union,Decline,600,110,3,Below,2,38,0.1,Bookrunner,Bookrunner
Bank of America,Commit,1200,160,2,Market,2,139,3.9,Bookrunner,Bookrunner
Bank of America,Commit,800,170,2,Market,2,78,6.2,Bookrunner,Bookrunner
Bank of America,Commit,1300,180,3,Below,3,218,15.3,Bookrunner,Bookrunner
Goldman Sachs,Decline,900,100,2,Market,2,57,8.5,Bookrunner,Participant
Wells Fargo,Commit,600,100,3,Market,2,43,11.5,Bookrunner,Bookrunner
Wells Fargo,Commit,1000,170,4,Below,1,106,15.8,Participant,Bookrunner
Goldman Sachs,Commit,1000,170,9,Market,1,193,33.6,Participant,Bookrunner
Deutsche Bank,Commit,700,130,1,Below,2,55,0,Participant,Bookrunner
Goldman Sachs,Commit,500,80,2,Below,1,8,1.3,Bookrunner,Bookrunner
Wells Fargo,Decline,1000,120,9,Market,0,45,9.7,Bookrunner,Participant
MUFG Union,Commit,1900,360,5,Market,1,158,0,Bookrunner,Bookrunner
Wells Fargo,Commit,900,150,5,Market,2,150,3.5,Participant,Bookrunner
Deutsche Bank,Commit,1200,220,2,Market,2,64,0.8,Participant,Bookrunner
Goldman Sachs,Commit,2200,320,5,Market,1,186,8.9,Bookrunner,Bookrunner
MUFG Union,Commit,400,50,2,Market,2,33,6.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,180,6,Market,1,133,38.8,Bookrunner,Bookrunner
MUFG Union,Decline,1200,140,5,Below,1,156,26.7,Bookrunner,Participant
Deutsche Bank,Commit,1700,250,4,Above,1,177,31.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,270,10,Below,0,108,18.3,Bookrunner,Bookrunner
Deutsche Bank,Decline,1000,170,5,Market,1,66,0.9,Bookrunner,Bookrunner
Bank of America,Decline,200,20,2,Market,2,26,0.7,Bookrunner,Bookrunner
Wells Fargo,Commit,400,70,1,Below,2,35,6.8,Participant,Bookrunner
Goldman Sachs,Decline,1500,220,4,Market,1,97,0.8,Bookrunner,Bookrunner
Wells Fargo,Commit,300,60,2,Market,2,61,7.9,Bookrunner,Bookrunner
Wells Fargo,Decline,700,80,2,Below,1,29,1.5,Bookrunner,Participant
Bank of America,Commit,1500,320,6,Market,1,144,47.7,Bookrunner,Bookrunner
Bank of America,Decline,1000,280,9,Below,0,45,1.3,Bookrunner,Bookrunner
Deutsche Bank,Decline,400,40,2,Market,2,60,4.9,Participant,Participant
MUFG Union,Decline,800,90,3,Market,2,100,10.7,Bookrunner,Participant
MUFG Union,Commit,1800,300,6,Market,1,212,58.5,Bookrunner,Bookrunner
Wells Fargo,Commit,500,100,1,Below,2,71,25.3,Bookrunner,Bookrunner
Wells Fargo,Commit,300,60,2,Market,2,25,3.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,180,8,Market,0,70,9.3,Participant,Bookrunner
MUFG Union,Commit,1000,170,2,Market,2,91,13.4,Bookrunner,Bookrunner
Wells Fargo,Decline,1100,90,2,Market,2,92,8.5,Bookrunner,Participant
Goldman Sachs,Commit,600,110,2,Market,2,61,10.1,Bookrunner,Bookrunner
Wells Fargo,Commit,400,50,2,Market,2,46,4.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,1000,120,4,Market,1,106,11.9,Bookrunner,Participant
Deutsche Bank,Commit,800,120,2,Market,2,109,26.2,Bookrunner,Bookrunner
Deutsche Bank,Commit,1300,190,5,Market,1,129,29.5,Participant,Bookrunner
Deutsche Bank,Commit,700,150,1,Market,2,86,22.1,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,250,2,Market,2,124,24.7,Bookrunner,Bookrunner
MUFG Union,Commit,1600,210,6,Market,1,188,44.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,100,2,Market,2,65,4.8,Bookrunner,Bookrunner
MUFG Union,Decline,800,80,1,Market,2,65,7.2,Bookrunner,Participant
MUFG Union,Commit,500,90,2,Market,2,59,16.6,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,200,6,Market,1,128,8.4,Bookrunner,Bookrunner
Goldman Sachs,Decline,1100,80,4,Market,1,108,8.4,Bookrunner,Participant
Bank of America,Decline,400,50,2,Market,2,45,8.4,Bookrunner,Participant
MUFG Union,Commit,900,180,1,Market,2,57,17.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,150,2,Market,2,116,0,Participant,Bookrunner
MUFG Union,Commit,2400,420,2,Below,2,186,35.5,Participant,Bookrunner
Wells Fargo,Commit,1300,130,4,Market,1,74,14.4,Bookrunner,Participant
Bank of America,Commit,800,120,2,Market,2,118,18.6,Bookrunner,Bookrunner
MUFG Union,Commit,200,30,4,Market,1,23,2,Bookrunner,Bookrunner
Goldman Sachs,Commit,1800,280,4,Market,1,104,25.7,Bookrunner,Bookrunner
Wells Fargo,Commit,500,70,2,Market,2,33,3.3,Bookrunner,Bookrunner
Bank of America,Commit,1000,170,5,Below,1,87,11,Bookrunner,Bookrunner
Deutsche Bank,Decline,700,110,1,Above,2,92,4,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,240,6,Market,1,154,16.2,Bookrunner,Bookrunner
Deutsche Bank,Decline,1500,110,6,Market,1,212,12.3,Bookrunner,Participant
Bank of America,Commit,1100,180,9,Market,0,129,31,Bookrunner,Bookrunner
Goldman Sachs,Decline,700,130,2,Market,2,58,0.8,Bookrunner,Bookrunner
Deutsche Bank,Decline,1000,180,2,Market,2,58,3,Bookrunner,Bookrunner
Bank of America,Commit,900,130,1,Market,2,67,4.4,Bookrunner,Bookrunner
Bank of America,Commit,800,150,2,Market,2,92,26.6,Bookrunner,Bookrunner
Wells Fargo,Commit,1600,260,8,Market,0,218,36.2,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,200,4,Market,0,46,7.8,Bookrunner,Bookrunner
Bank of America,Commit,1400,260,6,Market,1,90,25.7,Bookrunner,Bookrunner
MUFG Union,Commit,1200,170,5,Market,1,123,0.5,Bookrunner,Bookrunner
Wells Fargo,Commit,300,60,3,Above,2,24,6.7,Bookrunner,Bookrunner
Bank of America,Decline,800,90,3,Market,1,25,2.8,Bookrunner,Participant
MUFG Union,Commit,1300,170,1,Market,2,269,67.8,Bookrunner,Bookrunner
MUFG Union,Commit,1000,180,5,Market,1,121,16.1,Bookrunner,Bookrunner
MUFG Union,Commit,1200,170,5,Market,1,126,5.3,Bookrunner,Bookrunner
MUFG Union,Decline,1200,100,3,Market,2,126,14.5,Bookrunner,Participant
Deutsche Bank,Decline,1500,150,7,Market,0,192,17.9,Bookrunner,Participant
Bank of America,Commit,700,120,2,Above,2,68,17.5,Bookrunner,Bookrunner
MUFG Union,Commit,1100,140,5,Above,2,193,8.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,1000,180,6,Market,1,135,44.8,Bookrunner,Bookrunner
MUFG Union,Commit,1300,200,1,Below,2,127,32.1,Bookrunner,Bookrunner
MUFG Union,Commit,1100,100,5,Market,2,192,32.1,Participant,Participant
Goldman Sachs,Commit,900,160,2,Above,2,111,17.4,Bookrunner,Bookrunner
MUFG Union,Commit,700,110,3,Market,2,78,14.7,Participant,Bookrunner
Bank of America,Commit,1700,230,3,Market,1,63,9.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,290,8,Market,1,232,26.4,Bookrunner,Bookrunner
MUFG Union,Commit,900,250,2,Market,2,47,24,Bookrunner,Bookrunner
Goldman Sachs,Commit,1300,210,5,Market,0,49,6.2,Bookrunner,Bookrunner
Goldman Sachs,Commit,1300,210,7,Market,0,119,15.7,Bookrunner,Bookrunner
Bank of America,Commit,1100,230,3,Market,2,127,39.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,180,4,Market,1,51,8.5,Bookrunner,Bookrunner
Deutsche Bank,Commit,800,140,3,Market,2,78,17.2,Bookrunner,Bookrunner
Bank of America,Commit,1200,220,5,Market,1,170,53.6,Bookrunner,Bookrunner
Bank of America,Commit,1000,170,6,Market,2,155,17.1,Bookrunner,Bookrunner
MUFG Union,Commit,1200,210,6,Market,1,141,35.8,Bookrunner,Bookrunner
MUFG Union,Commit,400,70,5,Market,1,44,11.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,700,140,4,Market,1,64,15.2,Bookrunner,Bookrunner
MUFG Union,Commit,1100,170,4,Below,1,123,35.3,Bookrunner,Bookrunner
MUFG Union,Commit,1400,250,8,Below,0,168,31.6,Bookrunner,Bookrunner
Wells Fargo,Commit,2000,280,6,Market,0,182,28,Bookrunner,Bookrunner
Goldman Sachs,Decline,200,20,2,Above,2,19,4,Bookrunner,Participant
Deutsche Bank,Commit,1200,210,9,Market,0,65,20.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,900,200,3,Market,2,62,19.5,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,230,6,Above,1,181,19.4,Bookrunner,Bookrunner
Goldman Sachs,Decline,300,30,3,Market,1,15,4,Bookrunner,Participant
Wells Fargo,Commit,500,110,2,Market,2,42,13.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,240,9,Market,0,172,58.8,Participant,Bookrunner
Bank of America,Commit,900,210,2,Market,2,122,4.1,Bookrunner,Bookrunner
Wells Fargo,Decline,300,30,2,Below,2,32,5.1,Bookrunner,Participant
Bank of America,Commit,1600,330,2,Market,2,189,48,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,210,5,Market,1,62,14.8,Participant,Bookrunner
Deutsche Bank,Decline,700,60,2,Market,2,87,18.8,Bookrunner,Participant
Goldman Sachs,Commit,900,150,2,Market,3,158,19.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,500,70,1,Market,3,78,10.9,Bookrunner,Bookrunner
MUFG Union,Commit,1000,160,3,Market,1,45,3.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,1900,380,9,Market,0,197,22.9,Bookrunner,Bookrunner
Bank of America,Commit,1000,130,3,Market,1,44,6.6,Bookrunner,Bookrunner
Goldman Sachs,Commit,1000,220,9,Below,0,45,10.9,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,240,7,Market,0,117,28.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,1600,250,1,Market,2,124,12.2,Participant,Bookrunner
Goldman Sachs,Commit,1200,190,6,Market,1,91,23.5,Participant,Bookrunner
MUFG Union,Decline,1000,100,6,Market,1,75,4.1,Bookrunner,Participant
MUFG Union,Decline,1000,100,7,Market,0,68,11.2,Bookrunner,Participant
MUFG Union,Commit,1200,160,1,Market,2,110,7.2,Bookrunner,Bookrunner
MUFG Union,Commit,1100,190,7,Market,0,81,18.5,Bookrunner,Bookrunner
